"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"9700000US4825260","Keller Independent School District, Texas","117273","6791","19773","3435","32836","4657","48252","3907","16412","2633","56184","4144","61089","3811","88784","6291","N","N","9347","2874","N","N","N","N","N","N","N","N","16806","4124","75691","5861","2298","1620","4116","1735","22450","3227","25637","3571","9185","2234","37756","3672","15831","2903","110859","6412","53587","4984","116890","6739","2487","1337","114403","6634","115589","7546","(X)","(X)","16.9","2.6","28.0","3.4","41.1","3.2","14.0","2.2","47.9","1.8","52.1","1.8","75.7","4.6","N","N","8.0","2.4","N","N","N","N","N","N","N","N","14.3","3.4","64.5","4.6","2.0","1.4","3.5","1.5","19.1","2.5","21.9","2.8","7.8","1.8","32.2","3.2","13.5","2.3","94.5","2.1","45.7","3.8","(X)","(X)","2.1","1.1","97.9","1.1","(X)","(X)"
"9700000US4825660","Killeen Independent School District, Texas","150532","4588","50826","2748","43150","2744","40548","2426","16008","2178","79897","2739","70635","2928","78033","5617","54514","3834","4795","1046","N","N","N","N","N","N","N","N","33899","2752","56592","4306","2797","873","8136","1820","45640","4346","48296","3923","17114","2717","18477","3202","10072","2132","139599","5050","28549","4044","136836","4336","19424","3902","117412","6104","51924","2996","(X)","(X)","33.8","1.5","28.7","1.8","26.9","1.3","10.6","1.3","53.1","1.1","46.9","1.1","51.8","2.7","36.2","2.8","3.2","0.7","N","N","N","N","N","N","N","N","22.5","1.7","37.6","2.2","1.9","0.6","5.4","1.2","30.3","2.6","32.1","2.6","11.4","1.8","12.3","2.1","6.7","1.4","92.7","1.4","19.0","2.5","(X)","(X)","14.2","2.9","85.8","2.9","(X)","(X)"
"9700000US4825740","Klein Independent School District, Texas","167806","10253","32831","4865","42800","4578","60954","5468","31221","3190","81494","5870","86312","5797","116090","8444","N","N","17819","4436","N","N","N","N","8583","3365","N","N","34664","5952","91825","6525","3567","1301","10005","2557","40264","5302","36847","4705","14902","2307","41007","3980","21214","3517","154234","9423","62221","6027","167744","10240","10890","3304","156854","9675","86712","8470","(X)","(X)","19.6","2.4","25.5","2.3","36.3","2.2","18.6","1.9","48.6","1.7","51.4","1.7","69.2","3.0","N","N","10.6","2.6","N","N","N","N","5.1","2.0","N","N","20.7","3.1","54.7","3.0","2.1","0.8","6.0","1.4","24.0","2.7","22.0","2.2","8.9","1.4","24.4","2.3","12.6","1.9","91.9","1.7","37.1","3.2","(X)","(X)","6.5","1.9","93.5","1.9","(X)","(X)"
"9700000US4826130","La Joya Independent School District, Texas","47967","6029","17470","3551","9311","2289","11986","2237","9200","2018","23024","3563","24943","3494","45620","5917","N","N","N","N","N","N","N","N","N","N","N","N","43785","5697","N","N","5851","1477","8760","2689","15913","3295","10651","2652","3077","1372","2435","1027","1280","723","33356","5110","3715","1182","47967","6029","9315","2497","38652","5824","41977","6764","(X)","(X)","36.4","5.0","19.4","4.0","25.0","4.1","19.2","3.7","48.0","3.9","52.0","3.9","95.1","3.1","N","N","N","N","N","N","N","N","N","N","N","N","91.3","2.4","N","N","12.2","3.0","18.3","5.0","33.2","5.3","22.2","4.5","6.4","2.7","5.1","2.2","2.7","1.5","69.5","5.5","7.7","2.4","(X)","(X)","19.4","5.1","80.6","5.1","(X)","(X)"
"9700000US4826580","Lamar Consolidated Independent School District, Texas","124961","9218","28661","3746","33210","4568","39399","4282","23691","2609","60043","5423","64918","4975","91588","8437","15770","4373","10660","2865","N","N","N","N","N","N","N","N","38210","5766","59394","5626","2688","1068","6344","1707","30538","4964","29117","4084","10423","2680","32499","4777","13352","2746","115929","8836","45851","5589","124032","9097","7483","2772","116549","9307","101213","10184","(X)","(X)","22.9","2.1","26.6","3.0","31.5","2.5","19.0","2.1","48.0","1.9","52.0","1.9","73.3","4.2","12.6","3.5","8.5","2.2","N","N","N","N","N","N","N","N","30.6","3.4","47.5","3.6","2.2","0.9","5.1","1.3","24.4","3.4","23.3","2.8","8.3","2.0","26.0","3.3","10.7","2.2","92.8","1.6","36.7","3.9","(X)","(X)","6.0","2.3","94.0","2.3","(X)","(X)"
"9700000US4826790","Laredo Independent School District, Texas","42328","4416","13616","2201","7963","1619","11100","1908","9649","1117","19298","2572","23030","2649","41050","4483","N","N","N","N","N","N","N","N","N","N","N","N","40119","4599","N","N","6778","1019","7942","1717","10130","2169","10377","1892","2750","818","3309","874","1042","462","27608","3488","4351","1058","42101","4383","8964","1792","33137","4257","36166","4356","(X)","(X)","32.2","3.3","18.8","3.1","26.2","3.1","22.8","2.9","45.6","3.3","54.4","3.3","97.0","1.4","N","N","N","N","N","N","N","N","N","N","N","N","94.8","1.9","N","N","16.0","2.4","18.8","3.4","23.9","3.9","24.5","3.5","6.5","1.8","7.8","2.1","2.5","1.1","65.2","3.7","10.3","2.5","(X)","(X)","21.3","4.2","78.7","4.2","(X)","(X)"
"9700000US4827030","Leander Independent School District, Texas","143448","6943","24183","4504","50769","5932","49051","4239","19445","2969","70577","4691","72871","4574","124170","6778","N","N","7017","2326","N","N","N","N","N","N","N","N","21781","3509","105352","6632","863","464","4131","1548","25219","4194","33919","4167","12182","2906","47296","5260","19838","2813","138454","7207","67134","6168","142913","6826","4433","1323","138480","6869","107994","10708","(X)","(X)","16.9","2.9","35.4","3.7","34.2","2.9","13.6","2.0","49.2","2.1","50.8","2.1","86.6","2.5","N","N","4.9","1.6","N","N","N","N","N","N","N","N","15.2","2.4","73.4","3.0","0.6","0.3","2.9","1.1","17.6","2.7","23.6","2.7","8.5","2.0","33.0","3.1","13.8","1.9","96.5","1.1","46.8","3.5","(X)","(X)","3.1","0.9","96.9","0.9","(X)","(X)"
"9700000US4827300","Lewisville Independent School District, Texas","219226","7462","43348","3651","58944","4287","83315","4728","33619","2692","103875","5465","115351","4439","164930","7006","19559","3670","24776","3551","N","N","N","N","3050","1590","N","N","31173","3988","137793","6656","3396","1003","10601","2205","41095","4403","46015","3265","18066","2814","67988","4358","32065","3137","205229","8055","100053","5091","218474","7419","9592","2263","208882","7799","99952","4163","(X)","(X)","19.8","1.5","26.9","1.7","38.0","1.7","15.3","1.1","47.4","1.5","52.6","1.5","75.2","2.2","8.9","1.6","11.3","1.5","N","N","N","N","1.4","0.7","N","N","14.2","1.7","62.9","2.6","1.5","0.5","4.8","1.0","18.7","1.8","21.0","1.4","8.2","1.2","31.0","1.5","14.6","1.4","93.6","1.2","45.6","1.7","(X)","(X)","4.4","1.0","95.6","1.0","(X)","(X)"
"9700000US4828500","Lubbock Independent School District, Texas","142875","5580","53303","3793","33006","2747","33501","2630","23065","1860","68633","3088","74242","3544","115129","5692","N","N","N","N","N","N","N","N","10040","2401","N","N","49782","3819","77858","3797","7662","1960","8926","1751","37103","3596","43328","3781","8755","3373","25037","2431","12064","1879","126287","5469","37101","3164","132605","5927","27529","3115","105076","6207","48245","3313","(X)","(X)","37.3","1.9","23.1","1.6","23.4","1.7","16.1","1.4","48.0","1.3","52.0","1.3","80.6","2.2","N","N","N","N","N","N","N","N","7.0","1.7","N","N","34.8","2.0","54.5","2.2","5.4","1.3","6.2","1.2","26.0","2.2","30.3","2.5","6.1","2.3","17.5","1.7","8.4","1.3","88.4","1.6","26.0","2.1","(X)","(X)","20.8","2.4","79.2","2.4","(X)","(X)"
"9700000US4828740","Magnolia Independent School District, Texas","44865","5542","7356","2271","12464","2988","17997","3403","7048","1648","23647","3394","21218","2884","40580","5343","N","N","N","N","N","N","N","N","N","N","N","N","7191","2368","N","N","1670","1017","4559","2171","13536","3392","9607","2176","2463","1056","9231","2033","3799","1137","38636","4753","13030","2468","44865","5542","3918","1814","40947","5360","99744","12300","(X)","(X)","16.4","4.2","27.8","5.7","40.1","5.8","15.7","3.6","52.7","3.3","47.3","3.3","90.4","3.9","N","N","N","N","N","N","N","N","N","N","N","N","16.0","4.5","N","N","3.7","2.2","10.2","4.3","30.2","5.6","21.4","4.4","5.5","2.2","20.6","4.6","8.5","2.6","86.1","4.7","29.0","5.8","(X)","(X)","8.7","3.9","91.3","3.9","(X)","(X)"
"9700000US4828920","Mansfield Independent School District, Texas","106733","7370","19372","4179","31354","3749","39491","4433","16516","2741","50037","4043","56696","4765","65222","5145","25527","5305","7565","2339","N","N","N","N","6393","2503","N","N","16303","3247","N","N","1824","931","5654","1440","22076","3311","25965","4004","10868","1857","27881","3256","12465","2281","99255","7096","40346","3982","106273","7435","6647","2000","99626","7515","92202","9151","(X)","(X)","18.1","3.3","29.4","3.4","37.0","3.1","15.5","2.7","46.9","2.3","53.1","2.3","61.1","4.8","23.9","4.0","7.1","2.2","N","N","N","N","6.0","2.2","N","N","15.3","2.8","N","N","1.7","0.9","5.3","1.3","20.7","2.5","24.3","3.3","10.2","1.7","26.1","2.7","11.7","2.0","93.0","1.6","37.8","2.9","(X)","(X)","6.3","1.9","93.7","1.9","(X)","(X)"
"9700000US4829670","McAllen Independent School District, Texas","74525","5360","18436","2900","20380","2943","19430","2941","16279","2246","37111","3632","37414","3434","54770","5775","N","N","N","N","N","N","N","N","15055","4058","N","N","60619","4941","N","N","4939","1671","6783","1938","15950","2598","19170","2666","5307","1321","15721","3317","6655","1400","62803","4952","22376","3676","74080","5344","9564","2466","64516","6102","55149","7056","(X)","(X)","24.7","3.4","27.3","3.8","26.1","3.3","21.8","2.4","49.8","3.1","50.2","3.1","73.5","5.4","N","N","N","N","N","N","N","N","20.2","5.4","N","N","81.3","3.5","N","N","6.6","2.1","9.1","2.5","21.4","3.2","25.7","3.4","7.1","1.7","21.1","3.9","8.9","1.9","84.3","3.7","30.0","4.2","(X)","(X)","12.9","3.5","87.1","3.5","(X)","(X)"
"9700000US4829850","McKinney Independent School District, Texas","92117","5959","17905","3407","21582","3090","34132","3829","18498","2316","42634","3559","49483","3441","75940","4987","N","N","3452","1122","N","N","N","N","N","N","N","N","11339","2812","65446","4522","3033","1775","2866","1046","18906","3209","20198","3013","8080","1729","28222","3844","10812","1741","86218","5866","39034","4334","90460","5923","4852","1915","85608","6127","86360","9339","(X)","(X)","19.4","2.9","23.4","3.1","37.1","3.4","20.1","2.8","46.3","2.0","53.7","2.0","82.4","2.9","N","N","3.7","1.2","N","N","N","N","N","N","N","N","12.3","2.8","71.0","3.7","3.3","1.9","3.1","1.1","20.5","3.1","21.9","3.0","8.8","1.9","30.6","3.3","11.7","2.0","93.6","2.2","42.4","3.7","(X)","(X)","5.4","2.1","94.6","2.1","(X)","(X)"
"9700000US4830390","Mesquite Independent School District, Texas","104654","6231","23336","3487","26054","3686","31533","3797","23731","3280","47832","3719","56822","3827","67991","6328","25063","5248","N","N","N","N","N","N","3641","1373","N","N","32340","4927","40954","5120","4189","1353","8818","1987","36410","4134","30635","3739","7916","1648","11655","2088","5031","1314","91647","5765","16686","2669","104064","6244","7527","1723","96537","6355","60082","3872","(X)","(X)","22.3","3.1","24.9","3.3","30.1","3.1","22.7","2.7","45.7","2.0","54.3","2.0","65.0","4.8","23.9","4.8","N","N","N","N","N","N","3.5","1.3","N","N","30.9","4.5","39.1","4.2","4.0","1.3","8.4","1.8","34.8","3.4","29.3","3.0","7.6","1.5","11.1","2.0","4.8","1.3","87.6","2.2","15.9","2.6","(X)","(X)","7.2","1.7","92.8","1.7","(X)","(X)"
"9700000US4830570","Midland Independent School District, Texas","108232","4725","26437","2760","35223","2391","29372","2547","17200","1436","54283","3203","53949","2364","81896","4586","N","N","N","N","N","N","N","N","14429","3628","N","N","41764","4499","N","N","4857","1760","8527","2715","25692","4007","30356","4227","7394","1882","21882","2910","9524","1988","94848","4696","31406","3949","106940","4544","10953","3845","95987","4724","86976","12826","(X)","(X)","24.4","1.9","32.5","2.1","27.1","2.0","15.9","1.3","50.2","1.4","49.8","1.4","75.7","3.3","N","N","N","N","N","N","N","N","13.3","3.2","N","N","38.6","2.8","N","N","4.5","1.6","7.9","2.4","23.7","3.3","28.0","3.6","6.8","1.7","20.2","2.9","8.8","1.9","87.6","2.9","29.0","3.9","(X)","(X)","10.2","3.5","89.8","3.5","(X)","(X)"
"9700000US4832370","New Braunfels Independent School District, Texas","46501","3571","10367","2329","12202","2024","15042","1925","8890","1345","22244","2136","24257","2098","42539","3559","N","N","N","N","N","N","N","N","N","N","N","N","12114","2948","N","N","1451","1038","2368","982","13450","2992","9171","1415","3568","1116","10484","1601","6009","1344","42682","3619","16493","1799","46041","3600","2805","1087","43236","3685","82516","9110","(X)","(X)","22.3","4.1","26.2","3.8","32.3","3.8","19.1","3.0","47.8","2.5","52.2","2.5","91.5","3.1","N","N","N","N","N","N","N","N","N","N","N","N","26.1","5.1","N","N","3.1","2.2","5.1","2.1","28.9","5.2","19.7","2.8","7.7","2.4","22.5","3.6","12.9","2.8","91.8","3.0","35.5","3.9","(X)","(X)","6.1","2.4","93.9","2.4","(X)","(X)"
"9700000US4832400","New Caney Independent School District, Texas","46155","6195","13240","3194","12767","3121","14085","3319","6063","1738","23282","4114","22873","3499","41660","6060","N","N","N","N","N","N","N","N","N","N","N","N","11304","4178","N","N","2054","1474","3867","1605","13830","3372","13957","3153","2647","1221","7360","2200","2440","1136","40234","5644","9800","2553","45859","6199","3627","2175","42232","6323","81233","23625","(X)","(X)","28.7","4.9","27.7","5.9","30.5","5.8","13.1","3.9","50.4","4.9","49.6","4.9","90.3","3.8","N","N","N","N","N","N","N","N","N","N","N","N","24.5","7.6","N","N","4.5","3.1","8.4","3.4","30.0","5.3","30.2","6.2","5.7","2.6","15.9","4.3","5.3","2.4","87.2","4.4","21.2","4.8","(X)","(X)","7.9","4.8","92.1","4.8","(X)","(X)"
"9700000US4832940","North East Independent School District, Texas","314729","12335","63135","5597","90639","7463","99019","6113","61936","4147","152159","6533","162570","7950","248679","12074","28404","4489","8655","1852","N","N","N","N","13553","3072","N","N","123902","9199","146318","7097","6551","1606","15358","2801","77858","8535","79422","5763","27533","3452","68313","5378","39694","3811","292820","11524","108007","6870","313236","12299","27839","5188","285397","11681","64697","2883","(X)","(X)","20.1","1.6","28.8","1.8","31.5","1.7","19.7","1.2","48.3","1.2","51.7","1.2","79.0","1.9","9.0","1.4","2.7","0.6","N","N","N","N","4.3","1.0","N","N","39.4","2.0","46.5","1.9","2.1","0.5","4.9","0.8","24.7","2.3","25.2","1.7","8.7","1.0","21.7","1.7","12.6","1.2","93.0","1.0","34.3","2.1","(X)","(X)","8.9","1.6","91.1","1.6","(X)","(X)"
"9700000US4833120","Northside Independent School District (Bandera, Bexar, and Medina Counties); Texas","439703","15387","120965","7627","127471","7380","122415","6454","68852","3506","215292","9052","224411","9433","341506","14736","33633","4634","15323","2484","N","N","N","N","25408","6217","18827","3785","229485","13310","149765","6680","11882","2565","21501","3244","99529","8237","121103","9000","47118","4830","89853","5981","48717","4226","406320","13913","138570","6992","435265","15292","36092","4493","399173","14598","70936","2373","(X)","(X)","27.5","1.3","29.0","1.3","27.8","1.2","15.7","0.7","49.0","1.2","51.0","1.2","77.7","1.8","7.6","1.0","3.5","0.6","N","N","N","N","5.8","1.4","4.3","0.8","52.2","1.8","34.1","1.5","2.7","0.6","4.9","0.7","22.6","1.6","27.5","1.7","10.7","1.0","20.4","1.3","11.1","1.0","92.4","0.9","31.5","1.7","(X)","(X)","8.3","1.0","91.7","1.0","(X)","(X)"
"9700000US4833180","Northwest Independent School District, Texas","77027","7134","13714","2745","28842","4359","24570","4031","9901","1891","36847","3775","40180","4073","64143","6323","N","N","2582","1530","N","N","N","N","N","N","N","N","N","N","N","N","213","167","2240","974","14948","3203","22227","4084","7447","1811","21781","3348","8171","1954","74574","7011","29952","3844","76889","7052","3333","1503","73556","6805","112140","15085","(X)","(X)","17.8","2.9","37.4","4.4","31.9","3.8","12.9","2.8","47.8","2.1","52.2","2.1","83.3","4.1","N","N","3.4","2.0","N","N","N","N","N","N","N","N","N","N","N","N","0.3","0.2","2.9","1.2","19.4","3.7","28.9","4.2","9.7","2.3","28.3","3.6","10.6","2.5","96.8","1.2","38.9","3.9","(X)","(X)","4.3","1.9","95.7","1.9","(X)","(X)"
"9700000US4834320","Pasadena Independent School District, Texas","143021","10756","40946","5612","38120","5390","41829","4607","22126","2824","67634","5764","75387","6315","111127","9339","15088","4448","7488","2552","N","N","N","N","5867","1710","N","N","86041","8384","N","N","11280","2007","16438","2929","44994","4684","36207","5056","13387","3079","15609","2628","5106","1214","115303","9174","20715","2985","142263","10743","17329","3852","124934","10825","60214","6067","(X)","(X)","28.6","3.2","26.7","3.0","29.2","2.5","15.5","1.8","47.3","1.9","52.7","1.9","77.7","3.5","10.5","2.8","5.2","1.8","N","N","N","N","4.1","1.2","N","N","60.2","3.6","N","N","7.9","1.3","11.5","1.8","31.5","2.9","25.3","2.7","9.4","1.9","10.9","1.6","3.6","0.9","80.6","2.2","14.5","1.8","(X)","(X)","12.2","2.7","87.8","2.7","(X)","(X)"
"9700000US4834440","Pearland Independent School District, Texas","71895","6484","11738","2920","21843","3466","25805","3558","12509","2313","36286","3972","35609","3582","52971","5632","N","N","5118","1557","N","N","N","N","N","N","N","N","19184","3816","N","N","1058","916","2983","1566","15169","2658","19312","3513","6299","1935","17272","3302","9802","2414","67854","6467","27074","3924","71585","6485","2379","1812","69206","6371","91793","9397","(X)","(X)","16.3","3.4","30.4","4.5","35.9","3.7","17.4","2.8","50.5","2.7","49.5","2.7","73.7","4.7","N","N","7.1","2.1","N","N","N","N","N","N","N","N","26.7","5.0","N","N","1.5","1.3","4.1","2.2","21.1","3.4","26.9","3.8","8.8","2.7","24.0","3.9","13.6","3.0","94.4","2.1","37.7","3.9","(X)","(X)","3.3","2.5","96.7","2.5","(X)","(X)"
"9700000US4834830","Pflugerville Independent School District, Texas","99996","8687","21479","3325","32261","4776","34608","4844","11648","2309","48539","4841","51457","5238","63541","7356","18563","4158","6884","2053","N","N","N","N","N","N","N","N","30947","6137","39818","4883","3708","1681","5514","2593","25389","4089","22827","3557","7391","1898","24185","3697","10982","2296","90774","7842","35167","4291","99761","8704","7635","2138","92126","8938","83327","4557","(X)","(X)","21.5","2.8","32.3","3.9","34.6","3.7","11.6","2.1","48.5","2.5","51.5","2.5","63.5","4.9","18.6","3.9","6.9","2.1","N","N","N","N","N","N","N","N","30.9","5.1","39.8","4.2","3.7","1.7","5.5","2.4","25.4","3.5","22.8","2.9","7.4","1.7","24.2","3.5","11.0","2.1","90.8","2.8","35.2","3.7","(X)","(X)","7.7","2.2","92.3","2.2","(X)","(X)"
"9700000US4834860","Pharr-San Juan-Alamo Independent School District, Texas","62348","5585","19729","2546","16407","2696","14619","2772","11593","1839","29671","3387","32677","3489","57218","5689","N","N","N","N","N","N","N","N","N","N","N","N","56232","5204","N","N","6014","1602","7526","2160","18241","3600","17662","3190","4401","1252","6668","1726","1836","816","48808","5086","8504","1832","61880","5595","15427","2737","46453","5833","43735","6045","(X)","(X)","31.6","3.2","26.3","3.5","23.4","3.4","18.6","2.9","47.6","3.2","52.4","3.2","91.8","3.5","N","N","N","N","N","N","N","N","N","N","N","N","90.2","3.0","N","N","9.6","2.5","12.1","3.3","29.3","4.5","28.3","4.4","7.1","2.0","10.7","2.9","2.9","1.3","78.3","4.1","13.6","3.0","(X)","(X)","24.9","4.6","75.1","4.6","(X)","(X)"
"9700000US4835100","Plano Independent School District, Texas","238199","7010","44622","4650","58237","4180","87530","5333","47810","3351","115792","4703","122407","4154","170330","7454","26536","3792","32377","3895","N","N","N","N","4013","1659","4143","1231","22757","4087","151753","6678","3267","1080","5542","1213","35567","3369","50869","4448","17473","2382","77675","5466","47806","3683","229390","6804","125481","5348","235411","7089","13471","3274","221940","7288","95738","4679","(X)","(X)","18.7","1.8","24.4","1.7","36.7","1.9","20.1","1.4","48.6","1.1","51.4","1.1","71.5","2.3","11.1","1.6","13.6","1.5","N","N","N","N","1.7","0.7","1.7","0.5","9.6","1.6","63.7","2.3","1.4","0.5","2.3","0.5","14.9","1.3","21.4","1.8","7.3","0.9","32.6","1.9","20.1","1.6","96.3","0.7","52.7","1.8","(X)","(X)","5.7","1.4","94.3","1.4","(X)","(X)"
"9700000US4837020","Richardson Independent School District, Texas","149732","6459","30391","3977","42462","4186","45608","3548","31271","2763","71577","4583","78155","4448","96805","5561","32309","4713","10992","2561","N","N","N","N","5208","1954","N","N","20107","4075","82983","5030","3802","1044","5186","1573","24931","4162","34973","4127","9581","1842","46126","4043","25133","2683","140744","6188","71259","4851","148750","6488","12549","2395","136201","6589","70933","5031","(X)","(X)","20.3","2.3","28.4","2.5","30.5","2.1","20.9","1.8","47.8","2.1","52.2","2.1","64.7","3.1","21.6","2.9","7.3","1.7","N","N","N","N","3.5","1.3","N","N","13.4","2.5","55.4","3.2","2.5","0.7","3.5","1.0","16.7","2.5","23.4","2.5","6.4","1.2","30.8","2.6","16.8","1.8","94.0","1.2","47.6","3.1","(X)","(X)","8.4","1.6","91.6","1.6","(X)","(X)"
"9700000US4837650","Rockwall Independent School District, Texas","60146","2883","10513","1742","15234","2106","23681","1439","10718","983","29165","1824","30981","1591","50831","2454","N","N","1607","850","N","N","N","N","N","N","N","N","8707","1554","N","N","1469","762","1869","1041","10112","1970","17333","2478","6292","1687","13125","1874","9946","1716","56808","2978","23071","2671","59652","2905","1704","772","57948","2882","101277","9183","(X)","(X)","17.5","2.4","25.3","3.2","39.4","2.3","17.8","1.7","48.5","1.5","51.5","1.5","84.5","3.4","N","N","2.7","1.4","N","N","N","N","N","N","N","N","14.5","2.3","N","N","2.4","1.3","3.1","1.7","16.8","3.2","28.8","3.7","10.5","2.7","21.8","3.1","16.5","2.8","94.5","2.2","38.4","4.4","(X)","(X)","2.9","1.3","97.1","1.3","(X)","(X)"
"9700000US4838080","Round Rock Independent School District, Texas","193605","7588","42533","4905","59889","4874","65735","4601","25448","2675","99026","5508","94579","3916","151732","6656","N","N","15519","2201","N","N","N","N","N","N","N","N","42250","5527","115347","6001","3095","1356","5013","1734","36551","4181","45862","4813","16541","2812","59295","4825","27248","3026","185497","7483","86543","5703","192975","7593","8604","2241","184371","7425","96347","5886","(X)","(X)","22.0","2.2","30.9","2.3","34.0","2.0","13.1","1.4","51.1","1.5","48.9","1.5","78.4","1.8","N","N","8.0","1.1","N","N","N","N","N","N","N","N","21.8","2.5","59.6","2.8","1.6","0.7","2.6","0.9","18.9","1.9","23.7","2.4","8.5","1.4","30.6","2.3","14.1","1.5","95.8","1.3","44.7","2.6","(X)","(X)","4.5","1.1","95.5","1.1","(X)","(X)"
"9700000US4838700","San Angelo Independent School District, Texas","73297","2633","19456","1680","18503","1717","20480","1567","14858","982","35161","1655","38136","1609","63955","2673","N","N","N","N","N","N","N","N","N","N","N","N","25877","1876","N","N","2899","909","4672","1286","21141","2640","22763","2214","4702","1299","10125","1614","6995","1376","65726","2832","17120","2211","67647","2792","6832","2110","60815","3163","56985","8339","(X)","(X)","26.5","1.9","25.2","1.9","27.9","2.1","20.3","1.4","48.0","1.3","52.0","1.3","87.3","2.1","N","N","N","N","N","N","N","N","N","N","N","N","35.3","2.2","N","N","4.0","1.3","6.4","1.7","28.8","3.4","31.1","2.9","6.4","1.7","13.8","2.1","9.5","1.9","89.7","1.9","23.4","2.9","(X)","(X)","10.1","3.1","89.9","3.1","(X)","(X)"
"9700000US4838730","San Antonio Independent School District, Texas","223527","11621","59390","6254","56419","5249","65809","4604","41909","3237","105642","6568","117885","7066","186772","11613","N","N","N","N","N","N","N","N","12864","2889","N","N","169887","10829","34798","4262","18206","2669","25098","4170","74850","6544","61124","5464","11053","1989","19690","2718","13506","2109","180223","9897","33196","3659","214421","11469","45845","6050","168576","9820","39244","2747","(X)","(X)","26.6","2.0","25.2","1.9","29.4","1.5","18.7","1.6","47.3","1.6","52.7","1.6","83.6","1.9","N","N","N","N","N","N","N","N","5.8","1.3","N","N","76.0","2.0","15.6","1.8","8.1","1.2","11.2","1.6","33.5","2.1","27.3","2.1","4.9","0.9","8.8","1.2","6.0","1.0","80.6","1.9","14.9","1.6","(X)","(X)","21.4","2.4","78.6","2.4","(X)","(X)"
"9700000US4838970","San Marcos Consolidated Independent School District, Texas","67166","4192","32929","2812","12557","2643","13732","2754","7948","1327","30469","2609","36697","2755","55935","3976","N","N","N","N","N","N","N","N","N","N","N","N","26964","4593","N","N","971","577","5082","1647","16405","2999","23492","3960","4038","1531","11626","2474","5552","1390","61113","3871","17178","2701","61051","4667","13717","3180","47334","5003","47891","4200","(X)","(X)","49.0","3.7","18.7","3.8","20.4","3.5","11.8","1.9","45.4","2.5","54.6","2.5","83.3","3.5","N","N","N","N","N","N","N","N","N","N","N","N","40.1","5.6","N","N","1.4","0.9","7.6","2.3","24.4","4.2","35.0","5.3","6.0","2.2","17.3","3.6","8.3","2.2","91.0","2.4","25.6","4.1","(X)","(X)","22.5","5.1","77.5","5.1","(X)","(X)"
"9700000US4839480","Schertz-Cibolo-Universal City Independent School District, Texas","63907","3616","14528","2263","17849","2114","22110","1930","9420","1393","30369","1920","33538","2618","49619","3335","N","N","N","N","N","N","N","N","N","N","N","N","16676","3396","N","N","421","271","2020","757","17415","2735","14787","1797","7967","1962","14183","2229","7114","1216","61466","3531","21297","2449","63722","3619","2277","1218","61445","3675","99681","7854","(X)","(X)","22.7","2.8","27.9","3.1","34.6","2.9","14.7","2.1","47.5","2.2","52.5","2.2","77.6","3.0","N","N","N","N","N","N","N","N","N","N","N","N","26.1","4.3","N","N","0.7","0.4","3.2","1.2","27.3","3.8","23.1","2.5","12.5","2.9","22.2","3.4","11.1","2.0","96.2","1.2","33.3","3.8","(X)","(X)","3.6","1.9","96.4","1.9","(X)","(X)"
